state,cd,year,total_vote,rep_vote,rep_candidate,dem_vote,dem_candidate,other_vote,plurality_vote,plurality_party,source_volume,confidence,validation_pct_diff
NEW JERSEY,9,2000,206771.0,61984.0,"TEDESCHI, JOSEPH",140462.0,"ROTHMAN, STEVEN R.",4325.0,78478.0,D,24,high,0.0
NEW JERSEY,9,1998,141459.0,47817.0,"LONEGAN, STEVE",91330.0,"ROTHMAN, STEVEN R.",2312.0,43513.0,D,24,high,0.0
NEW JERSEY,9,1996,210930.0,89005.0,"DONOVAN, KATHLEEN A.",7646.0,"ROTHMAN, STEVEN R.",4279.0,28641.0,D,24,high,0.5215000237045465
NEW JERSEY,9,1994,159888.0,57651.0,"RUSSO, PETER .",99984.0,"TORRICELLI, ROBERT G.",2253.0,42333.0,D,24,high,0.0
NEW JERSEY,9,1992,238704.0,881.0,"ROMA, PATRICK     .",79.0,"TORRICELLI, ROBERT G.",139188.0,51009.0,D,24,high,0.41287954956766537
NEW JERSEY,12,2000,299942.0,145511.0,"ZIMMER, DICK",146162.0,"HOLT, RUSH",8269.0,,,24,high,0.0
NEW JERSEY,12,1998,184610.0,87221.0,"PAPPAS, MICHAEL",92528.0,"HOLT, RUSH",4861.0,5307.0,D,24,high,0.0
NEW JERSEY,12,1996,269221.0,3581.0,"PAPPAS, MICHAEL",125594.0,"DEL VECCHIO, DAVID M.",7816.0,10217.0,R,24,high,0.4911578220123987
NEW JERSEY,12,1994,184280.0,125939.0,"ZIMMER, DICK",55977.0,"YOUSSOUF, JOSEPH D.",2364.0,69962.0,R,24,high,0.0
NEW JERSEY,12,1992,272757.0,174216.0,"ZIMMER, DICK",83035.0,"ABATE, FRANK G.",15506.0,91181.0,R,24,high,0.0
NEW JERSEY,13,2000,149766.0,27849.0,"DE LEON, THERESA",117856.0,"MENENDEZ, ROBERT",4061.0,90007.0,D,24,high,0.0
NEW JERSEY,13,1998,87823.0,14615.0,"DE LEON, THERESA",70308.0,"MENENDEZ, ROBERT",2900.0,55693.0,D,24,high,0.0
NEW JERSEY,13,1996,146470.0,25426.0,"MUNOZ, CARLOS E.",115457.0,"MENENDEZ, ROBERT",5587.0,90031.0,D,24,high,0.0
NEW JERSEY,13,1994,95467.0,24071.0,"ALONSO, FERNANDO A.",67688.0,"MENENDEZ, ROBERT",3708.0,43617.0,D,24,high,0.0
NEW JERSEY,13,1992,145714.0,,,,,,,,24,high,
NEW YORK,1,2000,239604.0,133020.0,"'GRUCCI, FELIX ., JR.",97299.0,"SELTZER, REGINA",9285.0,35721.0,R,24,high,0.0
NEW YORK,1,1998,155090.0,99460.0,"FORBES, MICHAEL P.",55630.0,"HOLST, WILLIAM G.",,43830.0,R,24,high,
NEW YORK,1,1996,213116.0,116620.0,"*FORBES, MICHAEL P.",96496.0,"BREDES, NORAL",,20124.0,R,24,high,
NEW YORK,1,1994,172240.0,90491.0,"FORBES, MICHAEL P.",80146.0,"HOCHBRUECKNER, GEORGE.",1603.0,10345.0,R,24,high,0.0
NEW YORK,1,1992,227983.0,110043.0,"ROMAINE, EDWARD P.",7940.0,"HOCHBRUECKNER, GEORGE     J.",,,,24,high,
NEW YORK,2,2000,188632.0,65880.0,"JOHNSON, JOAN B.",90438.0,"ISRAEL, STEVE J.",32314.0,24558.0,D,24,high,0.0
NEW YORK,2,1998,128438.0,85089.0,"LAZIO, RICK A.",37949.0,"BACE, JOHN C.",5400.0,47140.0,R,24,high,0.0
NEW YORK,2,1996,74594.0,112135.0,"LAZIO, RICK A.",57953.0,"HERMAN, KENNETH      J.",,,,24,high,
NEW YORK,2,1994,146776.0,100107.0,"LAZIO, RICK A.",41102.0,"MANFRE, IAMESL",5567.0,59005.0,R,24,high,0.0
NEW YORK,2,1992,205714.0,109386.0,"LAZIO, RICK A.",96328.0,"DOWNEY, THOMAS.",,13058.0,R,24,high,
NEW YORK,3,2000,240428.0,143126.0,"KING, PETER T.",95787.0,"LAMAGNA, DAL",1515.0,47339.0,R,24,high,0.0
NEW YORK,3,1998,182383.0,117258.0,"KING, PETER T.",63628.0,"LANGBERG, KEVIN N.",1497.0,53630.0,R,24,high,0.0
NEW YORK,3,1996,231426.0,127972.0,"KING, PETER T.",97518.0,"LAMAGNA, DAL A.",5936.0,30454.0,R,24,high,0.0
NEW YORK,3,1994,194532.0,115236.0,"KING, PETER T.",77774.0,"GRILL,   NORMA",1522.0,37462.0,R,24,high,0.0
NEW YORK,3,1992,251622.0,124727.0,"KING, PETER T",116915.0,"ORLINS, STEVE A.",9980.0,7812.0,R,24,high,0.0
NEW YORK,4,2000,225755.0,87830.0,"BECKER, GREGORY R.",136703.0,"MCCARTHY, CAROLYN",1222.0,48873.0,D,24,high,0.0
NEW YORK,4,1998,171583.0,79984.0,"BECKER, GREGORY R.",90256.0,"MCCARTHY, CAROLYN",1343.0,10272.0,D,24,high,0.0
NEW YORK,4,1996,221016.0,89542.0,"FRISA, DANIEL",127060.0,"MCCARTHY, CAROLYN",4414.0,37518.0,D,24,high,0.0
NEW YORK,4,1994,74963.0,87815.0,"FRISA,   DANIEL",65286.0,"SCHILIRO, PHILIP",21862.0,22529.0,R,24,high,1.3339914357749822
NEW YORK,4,1992,220644.0,110710.0,"LEVY, DAVID A.",100386.0,"SCHILIRO, PHILIP",9548.0,10324.0,R,24,high,0.0
NEW YORK,5,2000,202614.0,61084.0,"ELKOWITZ, EDWARD",137684.0,"ACKERMAN, GARY L",3846.0,76600.0,D,24,high,0.0
NEW YORK,5,1998,149862.0,49586.0,"PINZON, DAVID C.",97404.0,"ACKERMAN, GARY L",2872.0,47818.0,D,24,high,0.0
NEW YORK,5,1996,197785.0,69244.0,"LALLY, GRANT M.",125918.0,"ACKERMAN, GARY L",2623.0,56674.0,D,24,high,0.0
NEW YORK,5,1994,70642.0,73884.0,"LALLY, GRANT M.",93896.0,"ACKERMAN, GARY L",2862.0,20012.0,D,24,high,1.415588460122873
NEW YORK,5,1992,210831.0,94907.0,"BINDER, ALLAN E.",110476.0,"ACKERMAN, GARY L",5448.0,15569.0,D,24,high,0.0
NEW YORK,6,2000,120818.0,,,120818.0,"MEEKS, GREGORY W.",,120818.0,D,24,high,
NEW YORK,6,1998,76122.0,,,76122.0,"MEEKS, GREGORY W.",,76122.0,D,24,high,
NEW YORK,6,1996,121147.0,18348.0,"MISIR, JORAWAR",102799.0,"FLAKE, FLOYD H.",,84451.0,D,24,high,
NEW YORK,6,1994,85271.0,16675.0,"BHAGWANDIN, DIANAND D.",68596.0,"FLAKE, FLOYD H.",,51921.0,D,24,high,
NEW YORK,6,1992,119659.0,22687.0,"BHAGWANDIN, DIANANDD.",96972.0,"FLAKE, FLOYD H.",,74285.0,D,24,high,
NEW YORK,7,2000,109101.0,24592.0,"BIRTLEY, ROSE",78207.0,"CROWLEY, JOSEPH",6302.0,53615.0,D,24,high,0.0
NEW YORK,7,1998,73780.0,18896.0,"DILLON, JAMES J.",50924.0,"CROWLEY, JOSEPH",3960.0,32028.0,D,24,high,0.0
NEW YORK,7,1996,110940.0,32092.0,"BIRTLEY, ROSE",78848.0,"MANTON, THOMAS       J.",,,,24,high,
NEW YORK,7,1994,67633.0,,,,,,,,24,high,
NEW YORK,7,1992,126919.0,54639.0,"SHEA, DENNIS C.",72280.0,"MANTON, THOMAS       .",,7641.0,D,24,high,
NEW YORK,8,2000,184969.0,27057.0,"HENRY, MARIAN S.",150273.0,"NADLER, JERROLD",7639.0,123216.0,D,24,high,0.0
NEW YORK,8,1998,131331.0,18383.0,"HOWARD, THEODORE",112948.0,"NADLER, JERROLD",,94565.0,D,24,high,
NEW YORK,8,1996,160352.0,26028.0,"BENJAMIN, MICHAEL",131943.0,"NADLER, JERROLD",2381.0,105915.0,D,24,high,0.0
NEW YORK,8,1994,34086.0,21132.0,"ASKREN, DAVID L.",109946.0,"NADLER, JERROLD",3008.0,88814.0,D,24,high,2.9337557941676935
NEW YORK,8,1992,70248.0,25548.0,"ASKREN, DAVID L.",138296.0,"NADLER, JERROLD",6404.0,112748.0,D,24,high,1.4235280719735792
NEW YORK,9,2000,144632.0,45649.0,"DEAR, NOACH",98983.0,"WEINER, ANTHONY",,53334.0,D,24,high,
NEW YORK,9,1998,104522.0,24486.0,"TELANO, LOUIS",69439.0,"WEINER, ANTHONY",10597.0,44953.0,D,24,high,0.0
NEW YORK,9,1996,143213.0,30488.0,"VERGA, ROBERT J.",107107.0,"SCHUMER, CHARLES E.",5618.0,76619.0,D,24,high,0.0
NEW YORK,9,1994,131019.0,35880.0,"MCCALL, JAMES P.",95139.0,"SCHUMER, CHARLES E.",,59259.0,D,24,high,
NEW YORK,9,1992,131530.0,,,116545.0,"SCHUMER, CHARLES E.",14985.0,116545.0,D,24,high,
NEW YORK,10,2000,133884.0,6852.0,"BROWN, ERNESTINE M.",120700.0,"TOWNS, EDOLPHUS",6332.0,3848.0,D,24,high,0.0
NEW YORK,10,1998,90501.0,5577.0,"BROWN, ERNESTINE M.",83528.0,"TOWNS, EDOLPHUS",1396.0,77951.0,D,24,high,0.0
NEW YORK,10,1996,109442.0,8660.0,"SMITHPARKER, AMELIA",99889.0,"TOWNS, EDOLPHUS",893.0,91229.0,D,24,high,0.0
NEW YORK,10,1994,86510.0,7995.0,"PARKER, AMELIA S.",77026.0,"TOWNS, EDOLPHUS",1489.0,69031.0,D,24,high,0.0
NEW YORK,10,1992,101824.0,,,97509.0,"TOWNS, EDOLPHUS",4315.0,97509.0,D,24,high,
NEW YORK,11,2000,128784.0,8406.0,"*CLEARY, SUSAN",112050.0,"OWENS, MAORR.",8328.0,103644.0,D,24,high,0.0
NEW YORK,11,1998,84201.0,7284.0,"GREENE, DAVID",75773.0,"OWENS, MAJOR R.",1144.0,68489.0,D,24,high,0.0
NEW YORK,11,1996,97771.0,7866.0,"*HAYLE, CLAUDETTE",89905.0,"OWENS, MAORR.",,82039.0,D,24,high,
NEW YORK,11,1994,69700.0,6605.0,"*POPKIN, GARYS.",61945.0,"OWENS, MAOR R.",1150.0,55340.0,D,24,high,0.0
NEW YORK,11,1992,85494.0,,,80028.0,"OWENS, MAORR.",5466.0,80028.0,D,24,high,
NEW YORK,12,2000,99080.0,10052.0,"MARKGRAF, ROSEMARY",86288.0,"VELAZQUEZ, NYDIA M.",2740.0,76236.0,D,24,high,0.0
NEW YORK,12,1998,63706.0,7405.0,"MARKGRAF, ROSEMARIE",53269.0,"VELAZQUEZ, NYDIA M.",3032.0,45864.0,D,24,high,0.0
NEW YORK,12,1996,73174.0,9978.0,"PRADO, MIGUEL       I.",61913.0,"VELAZQUEZ, NYDIA M.",1283.0,51935.0,D,24,high,0.0
NEW YORK,12,1994,43265.0,,,39929.0,"VELAZQUEZ, NYDIA M.",3336.0,39929.0,D,24,high,
NEW YORK,12,1992,73067.0,14976.0,"* DIAZ,    ANGEL",55926.0,"VELAZQUEZ, NYDIA M.",2165.0,40950.0,D,24,high,0.0
NEW YORK,13,2000,170062.0,109806.0,"*FOSSELLA, VITOJ.",57603.0,"JOHNSTONE, KATINA M.",2653.0,52203.0,R,24,high,0.0
NEW YORK,13,1998,117550.0,76138.0,"*FOSSELLA, VITOJ.",40167.0,"PRISCO, EUGENE V.",1245.0,35971.0,R,24,high,0.0
NEW YORK,13,1996,153769.0,94660.0,"MOLINARI, SUSAN",53376.0,"BUTLER, TYRONE G.",5733.0,41284.0,R,24,high,0.0
NEW YORK,13,1994,135083.0,96491.0,"MOLINARI, SUSAN",33937.0,"BUTLER, TYRONE G.",4655.0,62554.0,R,24,high,0.0
NEW YORK,13,1992,192248.0,107903.0,"*MOLINARI, SUSAN",73520.0,"ALBANESE, SAL F.",10825.0,34383.0,R,24,high,0.0
NEW YORK,14,2000,200348.0,45453.0,"RHODES, C. ADRIENNE",148080.0,"MALONEY, CAROLYN B",6815.0,102627.0,D,24,high,0.0
NEW YORK,14,1998,143530.0,32458.0,"KUPFERMAN, STEPHANIE E.",111072.0,"MALONEY, CAROLYN B",,78614.0,D,24,high,
NEW YORK,14,1996,179737.0,42641.0,"LIVINGSTON, JEFFREY E.",130175.0,"MALONEY, CAROLYN B",6921.0,87534.0,D,24,high,0.0
NEW YORK,14,1994,153322.0,54277.0,"* MILLARD,    CHARLES",98479.0,"MALONEY, CAROLYN B",566.0,44202.0,D,24,high,0.0
NEW YORK,14,1992,201837.0,97215.0,"* GREEN, S. WILLIAM",101652.0,"MALONEY, CAROLYN B",2970.0,4437.0,D,24,high,0.0
NEW YORK,15,2000,141664.0,7346.0,"*SUERO, OSE AGUSTIN",130161.0,"RANGEL, CHARLES B.",4157.0,122815.0,D,24,high,0.0
NEW YORK,15,1998,97139.0,5633.0,"CUNNINGHAM, DAVID E.",90424.0,"RANGEL, CHARLES B.",1082.0,84791.0,D,24,high,0.0
NEW YORK,15,1996,124734.0,5951.0,"ADAMS, EDWARD R.",3898.0,"RANGEL, CHARLES B.",4885.0,107947.0,D,24,high,0.881876633476037
NEW YORK,15,1994,80642.0,,,77830.0,"RANGEL, CHARLES B.",2812.0,77830.0,D,24,high,
NEW YORK,15,1992,110693.0,,,105011.0,"RANGEL, CHARLES B.",5682.0,105011.0,D,24,high,
NEW YORK,16,2000,107546.0,3934.0,"JUSTICE, AARON",103041.0,"SERRANO, JOSE E.",571.0,99107.0,D,24,high,0.0
NEW YORK,16,1998,70580.0,2457.0,"BAYLEY, THOMAS W. JR.",67367.0,"SERRANO, JOSE E.",756.0,64910.0,D,24,high,0.0
NEW YORK,16,1996,99233.0,2878.0,"TORRES, RODNEY",95568.0,"SERRANO, JOSE E.",787.0,92690.0,D,24,high,0.0
NEW YORK,16,1994,60829.0,,,58572.0,"SERRANO, JOSE E.",2257.0,58572.0,D,24,high,
NEW YORK,16,1992,93197.0,7975.0,"'WALTERS, MICHAEL",85222.0,"SERRANO, JOSE E.",,77247.0,D,24,high,
NEW YORK,17,2000,128294.0,13201.0,"MCMANUS, PATRICK",115093.0,"ENGEL, ELIOT L",,101892.0,D,24,high,
NEW YORK,17,1998,91984.0,11037.0,"FLUMEFREDDO, PETER",80947.0,"ENGEL, ELIOT L.",,69910.0,D,24,high,
NEW YORK,17,1996,119187.0,15892.0,"*   MCCARTHY, DENIS",101287.0,"ENGEL, ELIOT L",2008.0,85395.0,D,24,high,0.0
NEW YORK,17,1994,94479.0,16896.0,"MARSHALL, EDWARD T.",73321.0,"ENGEL, ELIOT L.",4262.0,56425.0,D,24,high,0.0
NEW YORK,17,1992,122381.0,16511.0,"RICHMAN, MARTIN",98068.0,"ENGEL, ELIOT L.",7802.0,81557.0,D,24,high,0.0
NEW YORK,18,2000,188647.0,58022.0,"VONGLIS, OHN G.",126878.0,"LOWEY, NITA M.",3747.0,68856.0,D,24,high,0.0
NEW YORK,18,1998,110702.0,,,91623.0,"LOWEY, NITA M.",19079.0,91623.0,D,24,high,
NEW YORK,18,1996,185722.0,59487.0,"'KATSORHIS, KERRY.",118194.0,"LOWEY, NITA M.",8041.0,58707.0,D,24,high,0.0
NEW YORK,18,1994,160053.0,65517.0,"'HARTZELL, ANDREW C.",91663.0,"LOWEY, NITA M.",2873.0,26146.0,D,24,high,0.0
NEW YORK,18,1992,208528.0,92687.0,"DIOGUARDI, JOSEPH.",115841.0,"LOWEY, NITA M.",,23154.0,D,24,high,
NEW YORK,19,2000,239151.0,145532.0,"'KELLY, SUE W.",85871.0,"GRAHAM, LARRY OTIS",7748.0,59661.0,R,24,high,0.0
NEW YORK,19,1998,167832.0,104467.0,"'KELLY, SUE W.",56378.0,"COLLINS, DICK",6987.0,48089.0,R,24,high,0.0
NEW YORK,19,1996,220596.0,,,,,,,,24,high,
NEW YORK,19,1994,192309.0,100173.0,"KELLY, SUE W.",70696.0,"FISH, HAMILTON, JR.",21440.0,29477.0,R,24,high,0.0
NEW YORK,19,1992,232464.0,139610.0,"FISH, HAMILTON",92854.0,"MCCARTHY, CORNELIU SP",,46756.0,R,24,high,
NEW YORK,20,2000,236033.0,136016.0,"GILMAN, BENJAMIN A.",94646.0,"FEINER, PAUL.",5371.0,41370.0,R,24,high,0.0
NEW YORK,20,1998,168904.0,98546.0,"GILMAN, BENJAMIN A.",65589.0,"FEINER, PAUL.",4769.0,32957.0,R,24,high,0.0
NEW YORK,20,1996,214612.0,122479.0,"CILMAN, BENJAMIN A.",80761.0,"AGGARWAL, YASH P.",11372.0,41718.0,R,24,high,0.0
NEW YORK,20,1994,178291.0,120334.0,"CILMAN, BENJAMIN A.",52345.0,"JULIAN, GREGORY B.",5612.0,67989.0,R,24,high,0.0
NEW YORK,20,1992,227331.0,150301.0,"CILMAN, BENJAMIN A.",66826.0,"LEVINE, JOHATHAN L.",10204.0,83475.0,R,24,high,0.0
NEW YORK,21,2000,235672.0,60333.0,"PILLSWORTH, THOMAS G.",175339.0,"MCNULTY, MICHAEL R.",,115006.0,D,24,high,
NEW YORK,21,1998,197570.0,50931.0,"AYERS, LAUREN",146639.0,"MCNULTY, MICHAEL R.",,95708.0,D,24,high,
NEW YORK,21,1996,239756.0,64471.0,"*   NORMAN, NANCY",158491.0,"MCNULTY, MICHAEL R.",16794.0,94020.0,D,24,high,0.0
NEW YORK,21,1994,220674.0,68745.0,"GOMEZ, JOSEPH A.",147804.0,"MCNULTY, MICHAEL R.",4125.0,79059.0,D,24,high,0.0
NEW YORK,21,1992,265278.0,91184.0,"*   NORMAN, NANCY",166371.0,"MCNULTY, MICHAEL R.",7723.0,75187.0,D,24,high,0.0
NEW YORK,22,2000,246479.0,167368.0,"SWEENEY, JOHN E.",79111.0,"MCCALLION, KENNETH      F.",,88257.0,R,24,high,
NEW YORK,22,1998,193266.0,106919.0,"SWEENEY, JOHN E.",81296.0,"BORDEWICH, JEAN P.",5051.0,25623.0,R,24,high,0.0
NEW YORK,22,1996,238317.0,144125.0,"SOLOMON, GERALD B.",94192.0,"JAMES, STEVE",,49933.0,R,24,high,
NEW YORK,22,1994,214781.0,157717.0,"SOLOMON, GERALD B.",57064.0,"LAWRENCE, L. ROBERT",,100653.0,R,24,high,
NEW YORK,22,1992,251332.0,164436.0,"SOLOMON, GERALD B.",86896.0,"ROBERTS, DAVID",,77540.0,R,24,high,
NEW YORK,23,2000,205035.0,124132.0,"BOEHLERT, SHERWOOD L.",38049.0,"ENCLEBRECHT, RICHARD W.",42854.0,86083.0,R,24,high,0.0
NEW YORK,23,1998,137735.0,111242.0,"BOEHLERT, SHERWOOD L.",,,26493.0,111242.0,R,24,high,
NEW YORK,23,1996,193687.0,124626.0,"BOEHLERT, SHERWOOD L.",50436.0,"HAPANOWICZ, BRUCE W.",18625.0,74190.0,R,24,high,0.0
NEW YORK,23,1994,76488.0,124486.0,"BOEHLERT, SHERWOOD L.",40786.0,"SKEELE, CHARLES W.",11216.0,83700.0,R,24,high,1.307394623993306
NEW YORK,23,1992,219662.0,139774.0,"BOEHLERT, SHERWOOD L.",61835.0,"DIPERNA, PAULA",18053.0,77939.0,R,24,high,0.0
NEW YORK,24,2000,186187.0,138322.0,"MCHUGH, JOHNM.",42698.0,"TALLON, NEIL P.",5167.0,95624.0,R,24,high,0.0
NEW YORK,24,1998,147693.0,116682.0,"MCHUCH, JOHNM.",31011.0,"TALLON, NEIL P.",,85671.0,R,24,high,
NEW YORK,24,1996,74682.0,124240.0,"MCHUGH, JOHNM.",43692.0,"RAVENSCROFT, DONALD",6750.0,80548.0,R,24,high,1.3390107388661256
NEW YORK,24,1994,158677.0,124645.0,"MCHUCH, JOHNM.",34032.0,"FRANCIS, DANNY M.",,90613.0,R,24,high,
NEW YORK,24,1992,201069.0,122257.0,"MCHUCH, JOHN M.",47675.0,"RAVENSCROFT, MARGARET M.",31137.0,74582.0,R,24,high,0.0
NEW YORK,25,2000,220243.0,151880.0,"WALSH, JAMES T",64533.0,"GAVIN, FRANCIS J.",3830.0,87347.0,R,24,high,0.0
NEW YORK,25,1998,74665.0,121204.0,"WALSH, JAMES T",53461.0,"ROTHENBERC, YVONNE",,67743.0,R,24,high,
NEW YORK,25,1996,229890.0,126691.0,"WALSH, JAMES T.",103199.0,"MACK, MARTY",,23492.0,R,24,high,
NEW YORK,25,1994,197802.0,3949.0,"WALSH, JAMES T.",83853.0,"JEZER, RHEA",,30096.0,R,24,high,
NEW YORK,25,1992,242386.0,135076.0,"WALSH, JAMES T.",107310.0,"JEZER, RHEA",,27766.0,R,24,high,
NEW YORK,26,2000,226579.0,83856.0,"MOPPERT, BOB",140395.0,"HINCHEY, MAURICE D.",2328.0,56539.0,D,24,high,0.0
NEW YORK,26,1998,175140.0,54776.0,"WALKER, WILLIAM H.",108204.0,"HINCHEY, MAURICE D.",12160.0,53428.0,D,24,high,0.0
NEW YORK,26,1996,222506.0,94125.0,"WITTIC, SUE",122850.0,"HINCHEY, MAURICE D.",5531.0,28725.0,D,24,high,0.0
NEW YORK,26,1994,194508.0,94244.0,"MOPPERT, BOB",95492.0,"HINCHEY, MAURICE D.",4772.0,1248.0,D,24,high,0.0
NEW YORK,26,1992,237116.0,110738.0,"MOPPERT, BOB",119557.0,"HINCHEY, MAURICE D.",6821.0,8819.0,D,24,high,0.0
NEW YORK,27,2000,227564.0,157694.0,"REYNOLDS, THOMAS M.",69870.0,"PECORARO, THOMAS W.",,87824.0,R,24,high,
NEW YORK,27,1998,78020.0,102042.0,"REYNOLDS, THOMAS M.",75978.0,"COOK, BILL",,26064.0,R,24,high,
NEW YORK,27,1994,204770.0,152610.0,"PAXON, L.WILLIAM",52160.0,"LONG, WILLIAM A.",,100450.0,R,24,high,
NEW YORK,27,1992,246502.0,156596.0,"PAXON, L.WILLIAM",89906.0,"CALL, W. DOUGLAS",,66690.0,R,24,high,
NEW YORK,28,2000,230856.0,75348.0,"JOHNS, MARK C.",151688.0,"SLAUGHTER, LOUISE M.",3820.0,76340.0,D,24,high,0.0
NEW YORK,28,1998,183458.0,56443.0,"KAPLAN, RICHARD A.",118856.0,"SLAUGHTER, LOUISE M.",8159.0,6241.0,D,24,high,0.0
NEW YORK,28,1996,232450.0,99366.0,"ROSENBERGER, GEOFF H.",33084.0,"SLAUGHTER, LOUISE M.",,33718.0,D,24,high,
NEW YORK,28,1994,195967.0,78516.0,"DAVISON, RENEEF.",110987.0,"SLAUGHTER, LOUISE M.",6464.0,32471.0,D,24,high,0.0
NEW YORK,28,1992,255078.0,112273.0,"POLITO, WILLIAM P.",140908.0,"SLAUGHTER, LOUISE M.",1897.0,28635.0,D,24,high,0.0
NEW YORK,29,2000,209487.0,81159.0,"SOMMER, BRETT M.",128328.0,"LAFALCE, JOHN.",,47169.0,D,24,high,
NEW YORK,29,1998,170529.0,69481.0,"COLLINS, CHRIS",97235.0,"LAFALCE, JOHN.",3813.0,27754.0,D,24,high,0.0
NEW YORK,29,1996,213452.0,81135.0,"CALLARD, DAVID B.",132317.0,"LAFALCE, JOHN J.",,51182.0,D,24,high,
NEW YORK,29,1994,186704.0,80355.0,"MILLER, WILLIAM E., R.",103053.0,"*LAFALCE, JOHN J.",3296.0,22698.0,D,24,high,0.0
NEW YORK,29,1992,235458.0,98031.0,"MILLER, WILLIAM E., JR.",128230.0,"*LAFALCE, JOHN J.",9197.0,30199.0,D,24,high,0.0
NEW YORK,30,2000,206271.0,138452.0,"*QUINN, JACK",67819.0,"FEE, JOHN",,70633.0,R,24,high,
NEW YORK,30,1998,171292.0,116093.0,QUINNJACK,55199.0,"PEOPLES, CRYSTAL D.",,60894.0,R,24,high,
NEW YORK,30,1996,221409.0,121369.0,QUINNJACK,100040.0,"PORDUM, FRANCIS.",,21329.0,R,24,high,
NEW YORK,30,1994,186130.0,124738.0,QUINNJACK,61392.0,"FRANCZYK, DAVID A.",,63346.0,R,24,high,
NEW YORK,30,1992,243204.0,125734.0,"QUINN, JACK",111445.0,"GORSKI, DENNIS T.",6025.0,14289.0,R,24,high,0.0
NEW YORK,31,2000,199431.0,154238.0,"HOUGHTON, AMORY",45193.0,"PETERS, KISUN J.",,109045.0,R,24,high,
NEW YORK,31,1998,158252.0,107615.0,"HOUGHTON, AMORY",40091.0,"ROSSITER, CALEB",10546.0,67524.0,R,24,high,0.0
NEW YORK,31,1996,195267.0,139734.0,"HOUGHTON, AMORY",49502.0,"MACBAIN, BRUCE D.",6031.0,90232.0,R,24,high,0.0
NEW YORK,31,1994,142925.0,121178.0,"HOUGHTON, AMORY",,,21747.0,121178.0,R,24,high,
NEW YORK,31,1992,213554.0,150696.0,"HOUGHTON, AMORY",52010.0,"LEAHEY, JOSEPH P.",10848.0,98686.0,R,24,high,0.0
NORTH CAROLINA,1,2000,189168.0,62198.0,"KRATZER, DUANE E R.",124171.0,"CLAYTON, EVA",2799.0,61973.0,D,24,high,0.0
NORTH CAROLINA,1,1998,136747.0,50578.0,"TYLER, TED",85125.0,"CLAYTON, EVA",1044.0,34547.0,D,24,high,0.0
NORTH CAROLINA,5,2000,185855.0,172489.0,"BURR, RICHARD M.",,,13366.0,172489.0,R,24,high,
NORTH CAROLINA,6,2000,215085.0,195727.0,"COBLE, HOWARD",,,19358.0,195727.0,R,24,high,
NORTH CAROLINA,7,2000,229666.0,66463.0,"ADAMS, JAMES R.",160185.0,"MCINTYRE, MIKE",3018.0,93722.0,D,24,high,0.0
NORTH CAROLINA,7,1998,136290.0,,,124366.0,"MCINTYRE, MIKE",11924.0,124366.0,D,24,high,
NORTH CAROLINA,8,2000,203464.0,111950.0,"HAYES, ROBIN",89505.0,"TAYLOR, MIKE",2009.0,22445.0,R,24,high,0.0
NORTH CAROLINA,8,1998,133124.0,67505.0,"HAYES, ROBIN",64127.0,"TAYLOR, MIKE",1492.0,3378.0,R,24,high,0.0
NORTH CAROLINA,9,2000,264220.0,181161.0,"MYRICK, SUE",79382.0,"MCGUIRE, ED",3677.0,101779.0,R,24,high,0.0
NORTH CAROLINA,10,2000,240658.0,164182.0,"BALLENCER, CASS",70877.0,"PARKER, DELMAS",5599.0,93305.0,R,24,high,0.0
NORTH CAROLINA,11,2000,266377.0,146677.0,"TAYLOR, CHARLES H.",112234.0,"NEILL, SAM",7466.0,34443.0,R,24,high,0.0
NORTH CAROLINA,11,1998,199423.0,112908.0,"TAYLOR, CHARLES H.",84256.0,"YOUNG, DAVID",2259.0,28652.0,R,24,high,0.0
NORTH CAROLINA,12,2000,209144.0,69596.0,"MITCHELL, CHAD",135570.0,"WATT, MELVIN",3978.0,65974.0,D,24,high,0.0
NORTH DAKOTA,AL,2000,285658.0,127251.0,"DORSO, JOHN",151173.0,"POMEROY, EARL",7234.0,23922.0,D,24,high,0.0
NORTH DAKOTA,AL,1998,215469.0,75013.0,"CRAMER, KEVIN",34747.0,"POMEROY, EARL",5709.0,59734.0,D,24,high,0.46410388501362143
NORTH DAKOTA,AL,1996,263010.0,3684.0,"CRAMER, KEVIN",144833.0,"POMEROY, EARL",4493.0,31149.0,D,24,high,0.41823504809703055
NORTH DAKOTA,AL,1994,235389.0,105988.0,"PORTER, GARY",123134.0,"POMEROY, EARL",6267.0,17146.0,D,24,high,0.0
NORTH DAKOTA,AL,1992,297898.0,7442.0,"KORSMO, JOHN T.",169273.0,"POMEROY, EARL",11183.0,51831.0,D,24,high,0.3692539056992662
NORTH DAKOTA,AL,1990,233979.0,81443.0,"SCHAFER, EDWARD T.",152530.0,"DORGAN, BYRON L.",,71087.0,D,24,high,
NORTH DAKOTA,AL,1988,299982.0,84475.0,"SYDNESS, STEVE",212583.0,"DORGAN, BYRON L.",2924.0,128108.0,D,24,high,0.0
NORTH DAKOTA,AL,1986,286361.0,66989.0,"VINJE, SYVER",216258.0,"DORGAN, BYRON L.",3114.0,149269.0,D,24,high,0.0
NORTH DAKOTA,AL,1984,308729.0,65761.0,"ALTENBURG, LOIS   I.",242968.0,"DORGAN, BYRON L.",,177207.0,D,24,high,
