year,state_po,district,county_fips,candidate,party,whole_county,state_rule,source,county_method
1998,LA,01,22071,Bob Livingston,REP,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,01,22103,Bob Livingston,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,01,22105,Bob Livingston,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,01,22117,Bob Livingston,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22005,W. J. (Billy) Tauzin,REP,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22007,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22045,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22051,W. J. (Billy) Tauzin,REP,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22057,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22075,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22087,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22089,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22093,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22095,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22099,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22101,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,03,22109,W. J. (Billy) Tauzin,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:2000
1998,LA,04,22003,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22011,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22013,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22015,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22017,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22027,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22031,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22069,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22081,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22085,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22115,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,04,22119,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22009,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22021,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22025,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22029,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22035,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22039,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22041,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22043,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22049,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22059,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22061,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22065,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22067,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22073,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22079,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22083,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22107,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22111,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22123,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,05,22127,John Cooksey,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22001,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22003,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22019,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22023,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22039,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22053,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22055,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22097,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22099,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
1998,LA,07,22113,Christopher John,DEM,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 1998,same_map_year:1996
2000,AR,03,05005,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05007,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05009,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05015,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05033,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05047,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05071,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05083,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05087,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05089,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05101,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05113,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05115,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05127,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05131,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,AR,03,05143,Asa Hutchinson,REP,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,LA,02,22051,William J. Jefferson,DEM,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2000,LA,02,22071,William J. Jefferson,DEM,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,House Clerk Statistics of the Congressional Election 2000,same_map_year:1998
2002,FL,10,12103,C. W. Bill Young,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,11,12057,Jim Davis,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,11,12081,Jim Davis,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,11,12103,Jim Davis,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,12,12057,Adam H. Putnam,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,12,12097,Adam H. Putnam,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,12,12105,Adam H. Putnam,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,14,12015,Porter J. Goss,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,14,12021,Porter J. Goss,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,14,12071,Porter J. Goss,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,20,12011,Peter Deutsch,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,20,12086,Peter Deutsch,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,21,12011,Lincoln Diaz-Balart,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2002,FL,21,12086,Lincoln Diaz-Balart,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,House Clerk Statistics of the Congressional Election 2002,same_map_year:2004
2004,AR,04,05003,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05011,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05013,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05017,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05019,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05025,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05027,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05039,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05041,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05043,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05051,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05053,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05057,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05059,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05061,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05069,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05073,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05079,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05081,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05083,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05091,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05097,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05099,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05103,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05109,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05113,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05127,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05133,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,AR,04,05139,Mike Ross,DEM,TRUE,"Arkansas law does not require votes for unopposed candidates to be counted, so no county returns exist.",FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,07,12035,John L. Mica,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,07,12095,John L. Mica,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,07,12107,John L. Mica,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,07,12109,John L. Mica,REP,TRUE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,07,12117,John L. Mica,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,07,12127,John L. Mica,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,19,12011,Robert Wexler,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,19,12099,Robert Wexler,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,23,12011,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,23,12051,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,23,12085,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,23,12099,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,23,12111,Alcee L. Hastings,DEM,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,24,12009,Tom Feeney,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,24,12095,Tom Feeney,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,24,12117,Tom Feeney,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,24,12127,Tom Feeney,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,25,12021,Mario Diaz-Balart,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,25,12086,Mario Diaz-Balart,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,FL,25,12087,Mario Diaz-Balart,REP,FALSE,Florida law does not print the names of candidates with no opposition on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,LA,04,22003,Jim McCrery,REP,FALSE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,LA,04,22011,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,LA,04,22013,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,LA,04,22015,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,LA,04,22017,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,LA,04,22027,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,LA,04,22031,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
2004,LA,04,22043,Jim McCrery,REP,TRUE,Under Louisiana law (R.S. 18:511) an unopposed candidate is declared elected and does not appear on the ballot.,FEC Federal Elections 2004 (Unopposed),same_map_year:2002
