state,year,county_status,county_coverage_pct,county_source,district_status,district_source,notes
ILLINOIS,2016,full,1,il_sbe_2016; MEDSL precinct,none,,"DONE 2008-2014 (all 4 pre-MEDSL years IL's OpenElections repo has, github.com/openelections/openelections-data-il -- repo only starts at 2008) -- see 01p_house_county_illinois.R. Cleanest state in this whole pass: identical schema and 'U.S. House' office label all 4 years, party already DEM/REP, no pseudo-total row, Cook County handled identically to every other county, zero bugs, zero exclusions -- 408/408 (102 counties x 4 years). Note for future scripts: the county_fips crosswalk (countypres_2000-2024.tab) has TWO spelling variants mapped to the same fips for two IL counties (DEWITT/DE WITT -> 17039, JODAVIESS/JO DAVIESS -> 17085) -- harmless for a name-keyed left_join (IL's source consistently uses the no-space spelling, matches fine), but would silently multiply rows in any script that joins the other direction (by fips) instead."
ILLINOIS,2018,full,1,il_sbe_2018; MEDSL precinct,none,,"DONE 2008-2014 (all 4 pre-MEDSL years IL's OpenElections repo has, github.com/openelections/openelections-data-il -- repo only starts at 2008) -- see 01p_house_county_illinois.R. Cleanest state in this whole pass: identical schema and 'U.S. House' office label all 4 years, party already DEM/REP, no pseudo-total row, Cook County handled identically to every other county, zero bugs, zero exclusions -- 408/408 (102 counties x 4 years). Note for future scripts: the county_fips crosswalk (countypres_2000-2024.tab) has TWO spelling variants mapped to the same fips for two IL counties (DEWITT/DE WITT -> 17039, JODAVIESS/JO DAVIESS -> 17085) -- harmless for a name-keyed left_join (IL's source consistently uses the no-space spelling, matches fine), but would silently multiply rows in any script that joins the other direction (by fips) instead."
ILLINOIS,2020,full,1,il_sbe_2020; MEDSL precinct,none,,"DONE 2008-2014 (all 4 pre-MEDSL years IL's OpenElections repo has, github.com/openelections/openelections-data-il -- repo only starts at 2008) -- see 01p_house_county_illinois.R. Cleanest state in this whole pass: identical schema and 'U.S. House' office label all 4 years, party already DEM/REP, no pseudo-total row, Cook County handled identically to every other county, zero bugs, zero exclusions -- 408/408 (102 counties x 4 years). Note for future scripts: the county_fips crosswalk (countypres_2000-2024.tab) has TWO spelling variants mapped to the same fips for two IL counties (DEWITT/DE WITT -> 17039, JODAVIESS/JO DAVIESS -> 17085) -- harmless for a name-keyed left_join (IL's source consistently uses the no-space spelling, matches fine), but would silently multiply rows in any script that joins the other direction (by fips) instead."
ILLINOIS,2022,full,1,il_sbe_2022; MEDSL precinct,none,,"DONE 2008-2014 (all 4 pre-MEDSL years IL's OpenElections repo has, github.com/openelections/openelections-data-il -- repo only starts at 2008) -- see 01p_house_county_illinois.R. Cleanest state in this whole pass: identical schema and 'U.S. House' office label all 4 years, party already DEM/REP, no pseudo-total row, Cook County handled identically to every other county, zero bugs, zero exclusions -- 408/408 (102 counties x 4 years). Note for future scripts: the county_fips crosswalk (countypres_2000-2024.tab) has TWO spelling variants mapped to the same fips for two IL counties (DEWITT/DE WITT -> 17039, JODAVIESS/JO DAVIESS -> 17085) -- harmless for a name-keyed left_join (IL's source consistently uses the no-space spelling, matches fine), but would silently multiply rows in any script that joins the other direction (by fips) instead."
ILLINOIS,2024,full,1,il_sbe_2024; MEDSL precinct,none,,"DONE 2008-2014 (all 4 pre-MEDSL years IL's OpenElections repo has, github.com/openelections/openelections-data-il -- repo only starts at 2008) -- see 01p_house_county_illinois.R. Cleanest state in this whole pass: identical schema and 'U.S. House' office label all 4 years, party already DEM/REP, no pseudo-total row, Cook County handled identically to every other county, zero bugs, zero exclusions -- 408/408 (102 counties x 4 years). Note for future scripts: the county_fips crosswalk (countypres_2000-2024.tab) has TWO spelling variants mapped to the same fips for two IL counties (DEWITT/DE WITT -> 17039, JODAVIESS/JO DAVIESS -> 17085) -- harmless for a name-keyed left_join (IL's source consistently uses the no-space spelling, matches fine), but would silently multiply rows in any script that joins the other direction (by fips) instead."
INDIANA,1990,full,1,in_1990,none,,
INDIANA,1992,full,1,in_1992,good,America Votes,
INDIANA,1994,full,1,in_1994,good,America Votes,
INDIANA,1996,full,1,in_1996,good,America Votes,
INDIANA,1998,full,1,in_1998,good,America Votes,
INDIANA,2000,full,1,in_2000,good,America Votes,
INDIANA,2002,full,1,in; in_2002,good,America Votes,
INDIANA,2004,full,1,in; in_2004,good,America Votes,
INDIANA,2006,full,1,in; in_2006,good,America Votes,
INDIANA,2008,full,1,in; in_2008,good,America Votes,
INDIANA,2010,full,1,in; in_2010,good,America Votes,
INDIANA,2012,full,1,in,unreliable,"America Votes (unreliable, excluded)",
INDIANA,2014,full,1,in,unreliable,"America Votes (unreliable, excluded)",
INDIANA,2016,full,1,in_enr_2016; MEDSL precinct,none,,
INDIANA,2018,full,1,in_enr_2018; MEDSL precinct,none,,
INDIANA,2020,full,1,in_enr_2020; MEDSL precinct,none,,
INDIANA,2022,full,1,in_enr_2022; MEDSL precinct,none,,
INDIANA,2024,full,1,in_enr_2024; MEDSL precinct,none,,
IOWA,1990,full,1,ia_1990,none,,
IOWA,1992,full,1,ia_1992,good,America Votes,
IOWA,1994,full,1,ia_1994,good,America Votes,
IOWA,1996,full,1,ia_1996,good,America Votes,
IOWA,1998,full,1,ia_1998,good,America Votes,
IOWA,2000,full,1,ia,good,America Votes,
IOWA,2002,full,1,ia,good,America Votes,
IOWA,2004,full,1,ia,good,America Votes,
IOWA,2006,full,1,ia,good,America Votes,
IOWA,2008,full,1,ia; ia_2008_supp,good,America Votes,
IOWA,2010,full,1,ia,good,America Votes,
IOWA,2012,full,1,ia,unreliable,"America Votes (unreliable, excluded)",
IOWA,2014,full,1,ia,unreliable,"America Votes (unreliable, excluded)",
IOWA,2016,full,1,MEDSL precinct,none,,
IOWA,2018,full,1,MEDSL precinct,none,,
IOWA,2020,full,1,MEDSL precinct,none,,
IOWA,2022,full,1,MEDSL precinct,none,,
IOWA,2024,full,1,MEDSL precinct,none,,
KANSAS,1990,full,1,ks_1990,none,,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,1992,full,1,ks_1992,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,1994,full,1,ks_1994,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,1996,full,1,ks_1996,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,1998,full,1,ks_1998,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2000,full,1,ks_2000,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2002,full,1,ks_2002,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2004,full,1,ks_2004,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2006,full,1,ks_2006,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2008,full,1,ks_2008,good,America Votes,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2010,full,1,ks_2010,unreliable,America Votes (all rows flagged unreliable),"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2012,full,1,ks,unreliable,"America Votes (unreliable, excluded)","sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2014,full,1,ks,unreliable,"America Votes (unreliable, excluded)","sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2016,full,1,MEDSL precinct,none,,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2018,full,1,MEDSL precinct,none,,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2020,full,1,MEDSL precinct,none,,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2022,full,1,MEDSL precinct,none,,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KANSAS,2024,full,1,MEDSL precinct,none,,"sos.ks.gov's own 'General Election Official Vote Totals' PDFs (checked back to 2004, the earliest posted) give only statewide per-district totals, no county breakdown -- confirmed by direct inspection, matches the user's own assessment that the site is useless for this. 2012 and 2014 DONE instead via OpenElections (github.com/openelections/openelections-data-ks), which has real county-level results sourced from official county canvasses for those two years only -- see 01j_house_county_kansas.R. 1992-2010 remains an open gap: OpenElections doesn't reach back further and no other free county-level source found yet; would likely need the Kansas Historical Society's microfilmed county canvass books."
KENTUCKY,1990,full,1,ky,none,,
KENTUCKY,1992,full,1,ky,good,America Votes,
KENTUCKY,1994,full,1,ky,good,America Votes,
KENTUCKY,1996,full,1,ky,good,America Votes,
KENTUCKY,1998,full,1,ky,good,America Votes,
KENTUCKY,2000,full,1,ky; ky_2000s,good,America Votes,"elect.ky.gov has real vote files for 2000+ (not bot-blocked) but they're a completely different, harder layout than the 1990-1998 files this pipeline handles: transposed (counties as column headers, candidates as rows, wrapped 6-per-block) and candidate rows don't show party letters directly -- would need an external candidate-to-party mapping to use safely. Not attempted."
KENTUCKY,2002,full,1,ky; ky_2000s,good,America Votes,"Same as 2000 -- harder transposed format, not attempted."
KENTUCKY,2004,full,1,ky; ky_2000s,good,America Votes,"Same as 2000 -- harder transposed format, not attempted."
KENTUCKY,2006,full,1,ky; ky_2000s,good,America Votes,"Same as 2000 -- harder transposed format, not attempted."
KENTUCKY,2008,full,1,ky; ky_2000s,good,America Votes,"Same as 2000 -- harder transposed format, not attempted."
KENTUCKY,2010,full,1,ky; ky_2010,good,America Votes,"DONE: official-results PDF (off2010gen.pdf) is scanned/image-only -- OCR'd to locate the US House section, then hand-transcribed from 300dpi page images and verified against each district's printed Total Votes row. See 01i_house_county_kentucky_2010.R."
KENTUCKY,2012,full,1,ky; ky_2010s,unreliable,"America Votes (unreliable, excluded)","Same as 2000 -- harder transposed format, not attempted."
KENTUCKY,2014,full,1,ky; ky_2010s,unreliable,"America Votes (unreliable, excluded)","Same as 2000 -- harder transposed format, not attempted."
KENTUCKY,2016,full,1,ky; ky_2010s; MEDSL precinct,none,,"elect.ky.gov's 2016 results-index page loaded but had no results-file links in its HTML at all (likely loaded some other way, e.g. an iframe) -- not investigated further."
KENTUCKY,2018,full,1,MEDSL precinct,none,,
KENTUCKY,2020,full,1,MEDSL precinct,none,,
KENTUCKY,2022,full,1,MEDSL precinct,none,,
KENTUCKY,2024,full,1,MEDSL precinct,none,,
LOUISIANA,1990,partial,0.953,la_sos,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,1992,full,1,la_sos,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,1994,full,1,la_sos,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,1996,partial,0.766,la_sos,good,America Votes,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,1998,partial,0.172,la_sos,good,America Votes,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2000,full,1,la_sos,good,America Votes,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2002,full,1,la_sos,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2004,partial,0.812,la_sos,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2006,full,1,la_sos,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2008,partial,0.562,la_sos,good,America Votes,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2010,partial,0.891,la_sos,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2012,full,1,la_sos,unreliable,"America Votes (unreliable, excluded)","Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2014,full,1,la_sos,unreliable,"America Votes (unreliable, excluded)","Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2016,full,1,MEDSL precinct,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2018,full,1,MEDSL precinct,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2020,full,1,MEDSL precinct,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2022,partial,0.766,MEDSL precinct,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
LOUISIANA,2024,full,1,la_sos_2024; MEDSL precinct,none,,"Scattered America Votes gaps (1992,94,2002,04,06,10) not explained by any book footnote -- possibly Louisiana's jungle-primary system producing unusual table structure some years; not confirmed. sos.la.gov not bot-blocked, results subpage not located."
MAINE,1990,full,1,me_historical,none,,
MAINE,1992,full,1,me_historical,none,,
MAINE,1994,full,1,me_historical,good,America Votes,
MAINE,1996,full,1,me_historical,good,America Votes,
MAINE,1998,full,1,me_historical,good,America Votes,
MAINE,2000,full,1,me_historical,good,America Votes,
MAINE,2002,full,1,me_historical,good,America Votes,
MAINE,2004,full,1,me_historical,good,America Votes,
MAINE,2006,full,1,me_historical,good,America Votes,
MAINE,2008,full,1,me_historical,good,America Votes,
MAINE,2010,full,1,me_historical,good,America Votes,
MAINE,2012,full,1,me,unreliable,"America Votes (unreliable, excluded)",
MAINE,2014,full,1,me_historical,unreliable,"America Votes (unreliable, excluded)",
MAINE,2016,full,1,MEDSL precinct,none,,
MAINE,2018,full,1,me_2018; MEDSL precinct,none,,
MAINE,2020,full,1,MEDSL precinct,none,,
MAINE,2022,full,1,MEDSL precinct,none,,
MAINE,2024,full,1,MEDSL precinct,none,,
MARYLAND,1990,full,1,md_html,none,,
MARYLAND,1992,full,1,md_html,good,America Votes,
MARYLAND,1994,full,1,md_html,good,America Votes,
MARYLAND,1996,full,1,md_html,good,America Votes,
MARYLAND,1998,full,1,md_html,good,America Votes,
MARYLAND,2000,full,1,md_csv,good,America Votes,
MARYLAND,2002,full,1,md_html,good,America Votes,
MARYLAND,2004,full,1,md_csv,good,America Votes,
MARYLAND,2006,full,1,md_csv,good,America Votes,
MARYLAND,2008,full,1,md_csv,good,America Votes,
MARYLAND,2010,full,1,md_csv,good,America Votes,
MARYLAND,2012,full,1,md_csv,unreliable,"America Votes (unreliable, excluded)",
MARYLAND,2014,full,1,md_csv,unreliable,"America Votes (unreliable, excluded)",
MARYLAND,2016,full,1,MEDSL precinct,none,,
MARYLAND,2018,full,1,MEDSL precinct,none,,
MARYLAND,2020,full,1,MEDSL precinct,none,,
MARYLAND,2022,full,1,MEDSL precinct,none,,
MARYLAND,2024,full,1,MEDSL precinct,none,,
MASSACHUSETTS,1990,full,1,maelst_1990,none,,"DONE 1990-2014 (every even year) from the Secretary of the Commonwealth's Elections Statistics site (electionstats.state.ma.us, PD43+ ElectionStats platform; town tables summed to the 14 counties) -- see 01ex_massachusetts_download.R / 01ey_house_county_massachusetts_electionstats.R / 01ez_massachusetts_electionstats_apply.R. Replaced the OpenElections rows of 2000-2014 (2002-2008 and 2014 identical; 2000 had 4 counties missing a Republican column, 2012 only 13 of 14 counties). 1996 has 13 of 14 counties (Sutton has no rows). Two source-table defects repaired (2000 CD4 Travis, 1996 CD10 Sandwich). CAUTION: the Secretary's Terms and Conditions prohibit scraping or crawling by automated means and derivative works, and the tables were fetched with curl; reuse permission was not requested; included by project decision because the counts are public facts (license_status state_restrictive)."
MASSACHUSETTS,1992,full,1,maelst_1992,good,America Votes,"DONE 1990-2014 (every even year) from the Secretary of the Commonwealth's Elections Statistics site (electionstats.state.ma.us, PD43+ ElectionStats platform; town tables summed to the 14 counties) -- see 01ex_massachusetts_download.R / 01ey_house_county_massachusetts_electionstats.R / 01ez_massachusetts_electionstats_apply.R. Replaced the OpenElections rows of 2000-2014 (2002-2008 and 2014 identical; 2000 had 4 counties missing a Republican column, 2012 only 13 of 14 counties). 1996 has 13 of 14 counties (Sutton has no rows). Two source-table defects repaired (2000 CD4 Travis, 1996 CD10 Sandwich). CAUTION: the Secretary's Terms and Conditions prohibit scraping or crawling by automated means and derivative works, and the tables were fetched with curl; reuse permission was not requested; included by project decision because the counts are public facts (license_status state_restrictive)."
MASSACHUSETTS,1994,full,1,maelst_1994,good,America Votes,"DONE 1990-2014 (every even year) from the Secretary of the Commonwealth's Elections Statistics site (electionstats.state.ma.us, PD43+ ElectionStats platform; town tables summed to the 14 counties) -- see 01ex_massachusetts_download.R / 01ey_house_county_massachusetts_electionstats.R / 01ez_massachusetts_electionstats_apply.R. Replaced the OpenElections rows of 2000-2014 (2002-2008 and 2014 identical; 2000 had 4 counties missing a Republican column, 2012 only 13 of 14 counties). 1996 has 13 of 14 counties (Sutton has no rows). Two source-table defects repaired (2000 CD4 Travis, 1996 CD10 Sandwich). CAUTION: the Secretary's Terms and Conditions prohibit scraping or crawling by automated means and derivative works, and the tables were fetched with curl; reuse permission was not requested; included by project decision because the counts are public facts (license_status state_restrictive)."
MASSACHUSETTS,1996,partial,0.929,maelst_1996,good,America Votes,"DONE 1990-2014 (every even year) from the Secretary of the Commonwealth's Elections Statistics site (electionstats.state.ma.us, PD43+ ElectionStats platform; town tables summed to the 14 counties) -- see 01ex_massachusetts_download.R / 01ey_house_county_massachusetts_electionstats.R / 01ez_massachusetts_electionstats_apply.R. Replaced the OpenElections rows of 2000-2014 (2002-2008 and 2014 identical; 2000 had 4 counties missing a Republican column, 2012 only 13 of 14 counties). 1996 has 13 of 14 counties (Sutton has no rows). Two source-table defects repaired (2000 CD4 Travis, 1996 CD10 Sandwich). CAUTION: the Secretary's Terms and Conditions prohibit scraping or crawling by automated means and derivative works, and the tables were fetched with curl; reuse permission was not requested; included by project decision because the counts are public facts (license_status state_restrictive)."
MASSACHUSETTS,1998,full,1,maelst_1998,good,America Votes,"DONE 1990-2014 (every even year) from the Secretary of the Commonwealth's Elections Statistics site (electionstats.state.ma.us, PD43+ ElectionStats platform; town tables summed to the 14 counties) -- see 01ex_massachusetts_download.R / 01ey_house_county_massachusetts_electionstats.R / 01ez_massachusetts_electionstats_apply.R. Replaced the OpenElections rows of 2000-2014 (2002-2008 and 2014 identical; 2000 had 4 counties missing a Republican column, 2012 only 13 of 14 counties). 1996 has 13 of 14 counties (Sutton has no rows). Two source-table defects repaired (2000 CD4 Travis, 1996 CD10 Sandwich). CAUTION: the Secretary's Terms and Conditions prohibit scraping or crawling by automated means and derivative works, and the tables were fetched with curl; reuse permission was not requested; included by project decision because the counts are public facts (license_status state_restrictive)."
